6.062888684447372833e-01,7.609040540856646384e-01,5.298857180232356967e-01,6.467101994842821000e-01,6.771400258624503676e-01,3.947330791218288115e-01,9.477297134700377601e-01,8.374394711888137888e-01,8.761469653163218574e-01,5.164474986385353406e-01,6.310245576726788430e-01,8.076364631843958586e-01,6.371971606920420195e-01,5.846147994714125939e-01,8.117779633089333702e-01,6.471319781868301035e-01,6.789788663610966113e-01,1.745915802609048773e-01,4.525915981986408654e-01,6.529150334193568606e-01,5.435132311912930225e-01,1.098388410469174570e+00,8.300850135474076019e-01,8.188923728268567848e-01,6.359459423221441865e-01,5.544209718517147945e-01,5.389029799286695344e-01,1.532875073742148986e-01,2.121178499537461903e-01,8.107027310488104099e-01,2.278601388242357528e-01,6.919397957806733279e-01,5.747841949740789547e-01,5.010564239085254501e-01,8.989438747608217151e-01,7.827124548804624826e-01,4.284130279123172791e-01,8.038738355762052867e-01,8.796436442571502479e-01,5.131091267099036068e-01,8.131379393657633958e-01,9.047864545195180019e-01,3.485315960024283899e-01,7.456682702180641442e-01,9.238605434934430427e-01,6.216165658707946129e-01,3.967218460697620741e-01,9.461733904998597122e-01,4.540500969992187219e-01,5.798701332238106465e-01
5.155084191368749513e-01,7.427941152600765484e-01,5.141270445035934777e-01,5.854813663046842809e-01,5.937167159731987498e-01,3.219926332821916870e-01,8.629393951402379859e-01,7.756183248273599284e-01,8.396336994785285057e-01,4.692731050987261066e-01,6.004909604856678573e-01,7.379129912177992967e-01,5.925143682148138469e-01,5.964203785921470269e-01,7.819240606126659499e-01,5.562304928040172625e-01,6.727743376140323806e-01,1.528895908981379725e-01,3.646737636367606838e-01,5.953112433038703077e-01,4.526084956173491713e-01,1.037693794777630796e+00,7.629649463566460232e-01,7.643839974024835282e-01,5.457723325939122239e-01,5.229303905970659194e-01,4.994296829554686901e-01,8.238978471873802112e-02,1.280032384746573326e-01,7.531994839383521212e-01,2.448820834973436666e-01,6.517049726755197447e-01,5.261478506095030871e-01,4.313815705996258965e-01,8.691776975239297043e-01,7.620088289317913377e-01,3.616804877374503735e-01,7.131425391638055444e-01,7.917707981764672276e-01,4.436567536846474646e-01,7.566642324869069514e-01,9.068684764622706451e-01,2.976230638324254274e-01,7.109090478992372564e-01,8.490000429358056655e-01,6.047009728932144501e-01,3.071763112285841868e-01,8.607234606149642975e-01,3.694632670482952963e-01,4.996072128562596415e-01
4.247829574782867601e-01,7.355542864860485919e-01,5.142015695979544887e-01,5.327960876592470196e-01,5.128443775542440575e-01,2.609084141705667048e-01,7.795293978664307177e-01,7.199941640548207511e-01,8.117049256527891776e-01,4.361712600000142714e-01,5.826797468815952952e-01,6.732632480040775524e-01,5.591558137496202008e-01,6.214410388773821126e-01,7.618109371609205205e-01,4.653319434769119245e-01,6.787983576151315201e-01,1.810997699446357523e-01,2.786819792738669532e-01,5.468288621726178356e-01,3.617059035901957764e-01,9.816764312893530020e-01,7.012266264083244494e-01,7.172935000806851535e-01,4.558909179354200814e-01,5.060223960982358493e-01,4.743126471221276175e-01,8.128951898615219274e-02,6.560920981843935962e-02,7.027865249433855599e-01,2.907629951231758825e-01,6.222434848168360011e-01,4.897092435027134982e-01,3.710141123030227250e-01,8.481559658093551501e-01,7.518011813484999362e-01,3.075983102960742621e-01,6.224631004067631146e-01,7.046686777273415414e-01,3.832891165021516389e-01,7.074016578832706958e-01,9.179930454431557418e-01,2.687258740798882939e-01,6.865064254047444914e-01,7.775684757936114355e-01,6.012056809719947825e-01,2.187584096052081206e-01,7.765143649527675995e-01,2.887448932414216074e-01,4.236676237724567584e-01
3.341572747809031241e-01,7.395038956171900990e-01,5.301026155623078662e-01,4.914100165055653169e-01,4.359450251052304215e-01,2.213504864327159871e-01,6.979947400611267172e-01,6.721073569750595222e-01,7.932678714784811014e-01,4.204787527247958456e-01,5.787666833785440890e-01,6.152886413546084787e-01,5.392272842883601980e-01,6.581713714254061598e-01,7.522203559815434648e-01,3.744384684791347007e-01,6.967338113024227342e-01,2.423796998616014609e-01,1.971528083010739008e-01,5.100755092807337521e-01,2.708076137057449650e-01,9.311808161361572189e-01,6.464139125676363618e-01,6.791656113150900120e-01,3.665167276523678130e-01,5.051633694736782365e-01,4.658796612699463435e-01,1.515149752664732563e-01,9.355853957817002187e-02,6.610879133980592792e-01,3.544684702621659356e-01,6.051309196744122376e-01,4.683242660860100770e-01,3.251796060102785657e-01,8.365381685045817362e-01,7.525167571197335370e-01,2.737691698237768589e-01,5.318620442680600524e-01,6.186629021179466115e-01,3.369253198113789094e-01,6.669500303538488106e-01,9.378384306078525467e-01,2.690289858676941925e-01,6.735869375373901846e-01,7.106006534988551504e-01,6.113609143623757181e-01,1.337239317698967478e-01,6.939979357786303371e-01,2.162706952178218289e-01,3.548380423376275572e-01
2.437426925591821836e-01,7.544672341858194020e-01,5.604847941175568060e-01,4.643542076701792642e-01,3.655347682519407004e-01,2.155174416723620590e-01,6.190768326548813372e-01,6.337143638020209524e-01,7.849916165622408126e-01,4.241323938323975917e-01,5.890288216326938775e-01,5.660439168553973444e-01,5.342338408917952641e-01,7.047829709130321030e-01,7.535541894847377353e-01,2.835549475780664297e-01,7.256980707463676072e-01,3.181628571942362593e-01,1.288553709862340357e-01,4.877100966691175210e-01,1.799201465984285320e-01,8.871503263218697422e-01,6.004265181518882999e-01,6.515756153279524954e-01,2.781391500742029232e-01,5.204327880956386432e-01,4.750201289545527561e-01,2.362932121856232970e-01,1.724259980542377502e-01,6.298368450654502348e-01,4.281139638565880645e-01,6.014223125699610373e-01,4.640786418270075320e-01,3.006010202311362733e-01,8.347170568246463640e-01,7.641248692308084678e-01,2.679762839450535727e-01,4.413876408102066495e-01,5.342831834392693935e-01,3.108949790411546510e-01,6.369901670858035825e-01,9.658672294523713564e-01,2.984434412681906679e-01,6.728124146312997045e-01,6.494788183767041811e-01,6.345115892944745983e-01,6.661704470328898287e-02,6.138571522056250895e-01,1.634053438814043191e-01,2.980850712615443765e-01
1.539107098157889431e-01,7.798108837917049341e-01,6.031642857605215013e-01,4.541968041290030400e-01,3.061238527475440008e-01,2.458223642083852134e-01,5.439150799987071405e-01,6.066202306954492363e-01,7.871967872349326933e-01,4.466580266132021970e-01,6.127547052075569267e-01,5.279771252705934836e-01,5.445866650166895084e-01,7.594592695655244530e-01,7.657555461176889233e-01,1.926944664384527273e-01,7.644390063602197749e-01,4.002960417715868413e-01,1.042454018746150762e-01,4.817407720268235272e-01,8.907563826321984735e-02,8.505891930027090764e-01,5.654216087133563384e-01,6.358965315285183273e-01,1.921374522158550424e-01,5.504905826124548707e-01,5.007730493267383842e-01,3.244097770798531344e-01,2.593022277671366838e-01,6.106393330616690651e-01,5.073904166901460622e-01,6.113618259566097057e-01,4.774300735605162549e-01,3.025048208938164729e-01,8.427562840786178011e-01,7.861434479514537443e-01,2.918940731446940662e-01,3.511368130515511443e-01,4.524393317407318094e-01,3.103573499258556190e-01,6.190471213922248417e-01,1.001392949930245857e+00,3.496994837514061927e-01,6.842242921454922966e-01,5.960037190655775863e-01,6.693110105541369981e-01,8.673285862347672459e-02,5.371555492722754899e-01,1.521793143268821702e-01,2.613965202694939483e-01
6.705139390795686327e-02,8.145660054587351429e-01,6.557435047104928083e-01,4.620538168676891488e-01,2.652119568382994008e-01,3.015598307268393952e-01,4.743005890455966322e-01,5.923779763124217279e-01,7.997966434838296168e-01,4.854351302542905255e-01,6.484677128593219209e-01,5.036302367610586694e-01,5.694491507492130955e-01,8.205887100100756060e-01,7.883197167957934903e-01,1.019233337219695862e-01,8.115569280463325041e-01,4.855662393463944237e-01,1.471718300660830037e-01,4.927638903166505213e-01,5.189584280074870971e-03,8.224949430531471872e-01,5.435260986199281774e-01,6.330143921341756519e-01,1.140247457396857539e-01,5.930919874302804651e-01,5.407697088419430864e-01,4.137358635675665308e-01,3.482429277731279860e-01,6.046450067477610046e-01,5.900310767493522901e-01,6.343079829940656555e-01,5.069899502721922913e-01,3.304335497569821922e-01,8.603793226740168443e-01,8.177315168990370031e-01,3.392961056216237115e-01,2.613443011603657773e-01,3.747986786222704536e-01,3.354350435747582848e-01,6.141754109543949847e-01,1.043649553306568389e+00,4.147765522266175786e-01,7.072326574508561725e-01,5.524018888897828106e-01,7.140574102479435581e-01,1.647309819797114216e-01,4.655980235192155314e-01,1.901178672560788208e-01,2.536351339424410267e-01
4.280379441124345513e-02,8.575893146372568498e-01,7.160452673434829496e-01,4.870540165577119662e-01,2.519758786888141588e-01,3.714524476066888847e-01,4.130464572539025991e-01,5.919156374965945933e-01,8.223134758624596197e-01,5.369544032727545657e-01,6.943207566031710520e-01,4.950311894345648667e-01,6.070411249874262394e-01,8.868383011716396425e-01,8.203921549661478130e-01,1.320859871447384835e-02,8.656853891784243027e-01,5.725741149318573919e-01,2.213162530859403010e-01,5.196991671428770054e-01,9.299616551234782258e-02,8.037554230019228196e-01,5.363474030178573271e-01,6.431010302044305460e-01,7.493582120721704876e-02,6.457594150494438967e-01,5.921308990687784712e-01,5.036287508681369651e-01,4.379926035048993249e-01,6.122415094143812686e-01,6.748016009709816299e-01,6.689236465434600376e-01,5.501518306576830275e-01,3.786718731408499905e-01,8.870151610756153993e-01,8.578327571648217686e-01,4.019582530624293271e-01,1.727238216923190073e-01,3.045909431516308774e-01,3.811043752372831883e-01,6.226816400858466993e-01,1.091856140993858082e+00,4.881785945532638449e-01,7.407577702123684382e-01,5.211565533695224905e-01,7.670121472134584506e-01,2.515529698592325336e-01,4.019401043165511389e-01,2.562419867098286175e-01,2.772405347221073013e-01
1.252889969989383900e-01,9.077058887508663299e-01,7.822857523705770699e-01,5.267621787581184822e-01,2.705091447511525082e-01,4.489369696516427033e-01,3.643934624729153748e-01,6.052647929361165691e-01,8.539631882019270703e-01,5.979311743545405733e-01,7.484524995221807364e-01,5.029883042457349296e-01,6.551751003548592633e-01,9.571454468449399622e-01,8.609108505141516154e-01,8.055718940603626144e-02,9.255952847632705760e-01,6.606334490086011035e-01,3.046819862692902725e-01,5.602562713794464466e-01,1.838437770962073892e-01,7.950324026252011400e-01,5.444679477517477828e-01,6.655670830299525997e-01,1.214825276366935103e-01,7.062444557361140518e-01,6.521771368462710994e-01,5.938310914409921093e-01,5.281389942695009498e-01,6.329396812311580689e-01,7.609905534091733204e-01,7.135124141050384061e-01,6.040067519796445961e-01,4.405988388239351350e-01,9.218829131907153585e-01,9.053165950991951538e-01,4.738648749190005338e-01,8.885429631143339224e-02,2.482058185558912167e-01,4.410139609513512582e-01,6.440359515904372500e-01,1.145261615394927990e+00,5.666797902210735094e-01,7.834507062074805850e-01,5.045684809349469946e-01,8.265991624590482978e-01,3.405148887023884408e-01,3.505125789083752830e-01,3.342214843752567832e-01,3.254577385437316117e-01
2.146890618638965242e-01,9.638098468722966494e-01,8.530826832148218353e-01,5.781557432534939478e-01,3.152577420286454823e-01,5.306983862506083893e-01,3.338962528960155440e-01,6.315502432783950404e-01,8.937760869395644514e-01,6.657719128184966806e-01,8.092032300936520262e-01,5.267518224600651333e-01,7.117153850985659114e-01,1.030680131257510901e+00,9.087467137206054479e-01,1.712698076486337539e-01,9.902378309663795175e-01,7.493736607127314819e-01,3.914207891719600485e-01,6.117318427816227366e-01,2.747320048993199815e-01,7.966549786482225448e-01,5.672310359068868379e-01,6.992203097293441250e-01,2.010709434602623302e-01,7.727134869749588963e-01,7.187349487676245596e-01,6.842205084510402102e-01,6.185086631349637765e-01,6.655182242929189584e-01,8.481656304313444084e-01,7.663354212229784856e-01,6.659655911982239607e-01,5.112642942744974883e-01,9.640898339107201176e-01,9.590871326532329766e-01,5.514111847986038484e-01,4.985524975366185940e-02,2.167152662873568503e-01,5.101715155170856164e-01,6.770236934879014790e-01,1.203173884079105083e+00,6.484308148692503604e-01,8.339045728055459739e-01,5.040867418887348128e-01,8.914895452808182519e-01,4.302914997684708642e-01,3.173187373131312605e-01,4.174648943863423778e-01,3.892454978866164983e-01
